City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
78,touros,-5.1989,-35.4608,25.24000000000001,79,100,4.42,BR,1701241735
79,lazarevskoye,43.9061,39.3331,12.189999999999998,60,100,10.46,RU,1701242032
80,villamontes,-21.25,-63.5,23.29000000000002,77,0,1.04,BO,1701242033
81,bethel,41.3712,-73.414,-0.839999999999975,67,20,2.06,US,1701242034
82,datong,40.0936,113.2914,-6.239999999999952,29,0,5.68,CN,1701242034
83,tura,25.5198,90.2201,25.99000000000001,50,100,1.83,IN,1701242034
84,san patricio,28.017,-97.5169,14.910000000000025,74,100,2.08,US,1701242035
85,el calafate,-50.3408,-72.2768,4.350000000000023,80,22,5.02,AR,1701242035
86,port hedland,-20.3167,118.5667,30.03000000000003,54,2,11.32,AU,1701242035
87,arraial do cabo,-22.9661,-42.0278,23.07000000000005,95,100,6.71,BR,1701242035
88,morococha,-11.5997,-76.1411,2.900000000000034,91,100,1.01,PE,1701242036
89,suda,59.1525,37.5582,-4.939999999999998,97,82,2.18,RU,1701242036
90,santa isabel,-23.3156,-46.2214,21.610000000000014,98,100,1.58,BR,1701242037
91,petropavlovsk-kamchatsky,53.0452,158.6483,-6.789999999999964,65,75,3.58,RU,1701241965
92,kembe,4.6228,21.8865,24.600000000000023,83,76,1.8,CF,1701242037
93,guerrero negro,27.9769,-114.0611,17.850000000000023,71,74,4.15,MX,1701242037
94,bubaque,11.2833,-15.8333,27.02000000000004,59,13,6.41,GW,1701242038
95,cam ranh,11.9214,109.1591,29.980000000000018,70,40,5.66,VN,1701242038
96,nova vicosa,-17.8919,-39.3719,23.879999999999995,89,80,3.61,BR,1701241868
97,ola,59.5833,151.2833,-16.029999999999973,86,100,3.23,RU,1701242039
98,albertirsa,47.2431,19.6169,-0.14999999999997726,85,69,2.82,HU,1701242039
99,kodiak,57.79,-152.4072,0.7300000000000182,100,100,2.57,US,1701241757
100,kavaratti,10.5669,72.642,28.720000000000027,73,100,4.5,IN,1701242040
101,puerto aysen,-45.4,-72.7,7.53000000000003,100,100,2.56,CL,1701242040
102,qaisumah,28.3112,46.1273,16.980000000000018,63,0,4.12,SA,1701242040
103,colonia,50.9333,6.95,3.3600000000000136,85,100,0.45,DE,1701242040
104,ciudad acuna,29.3232,-100.9522,10.160000000000025,62,40,3.09,MX,1701241864
105,koungheul,13.9833,-14.8,22.640000000000043,20,1,3.31,SN,1701242041
106,hami,42.8,93.45,7.360000000000014,21,0,2.43,CN,1701242041
107,ushuaia,-54.8,-68.3,4.810000000000002,81,100,3.6,AR,1701242043
108,hasaki,35.7333,140.8333,17.379999999999995,42,18,7.08,JP,1701242044
109,port elizabeth,-33.918,25.5701,20.170000000000016,74,40,8.75,ZA,1701242044
110,yellowknife,62.456,-114.3525,-9.20999999999998,95,100,1.54,CA,1701242044
111,salekhard,66.53,66.6019,-9.849999999999966,94,100,6.05,RU,1701242044
112,kone,-21.0595,164.8658,25.710000000000036,66,65,1.45,NC,1701242045
113,bedford,52.1346,-0.4663,1.8400000000000318,93,22,1.58,GB,1701242045
114,kalmunai,7.4167,81.8167,28.340000000000032,75,88,2.69,LK,1701242045
115,ilulissat,69.2167,-51.1,-1.9899999999999523,46,75,6.17,GL,1701242046
116,tokar,18.4254,37.729,29.5,58,30,6.93,SD,1701242048
117,mendi,-6.1761,143.6513,17.28000000000003,89,97,1.24,PG,1701242048
118,mazamari,-11.3258,-74.5308,20.83000000000004,97,100,0.57,PE,1701242049
119,fale old settlement,-9.3852,-171.2468,28.900000000000034,74,100,5.17,TK,1701242049
120,tayshet,55.9342,98.0044,-13.399999999999977,74,61,1.64,RU,1701241854
121,east london,-33.0153,27.9116,22.52000000000004,49,20,11.32,ZA,1701242049
122,saint-pierre,-21.3393,55.4781,30.100000000000023,61,8,3.6,RE,1701241902
123,tocopilla,-22.092,-70.1979,18.350000000000023,74,46,2.77,CL,1701242050
124,ust-nera,64.5667,143.2,-21.769999999999982,100,99,0.88,RU,1701242051
125,quellon,-43.1167,-73.6167,9.78000000000003,93,100,4.35,CL,1701242051
126,utrik,11.2278,169.8474,27.620000000000005,78,96,9.32,MH,1701242052
127,udachny,66.4167,112.4,-15.859999999999957,84,100,11.33,RU,1701242053
128,pimentel,-6.8367,-79.9342,20.160000000000025,83,0,5.66,PE,1701242054
129,brookings,44.3114,-96.7984,0.7700000000000387,76,0,3.6,US,1701241820
130,okha,53.5739,142.9478,-8.419999999999959,81,100,5.05,RU,1701242055
131,hermanus,-34.4187,19.2345,19.140000000000043,53,0,4.02,ZA,1701242055
132,luderitz,-26.6481,15.1594,22.930000000000007,50,0,8.1,NA,1701242056
133,westport,41.1415,-73.3579,-0.0999999999999659,63,0,4.12,US,1701241927
134,jabor,5.921,169.6434,28.350000000000023,76,100,7.68,MH,1701242057
135,tafuna,-14.3358,-170.72,27.910000000000025,80,100,7.25,AS,1701242058
136,buka,40.8108,69.1986,17.470000000000027,27,100,0.38,UZ,1701241852
137,geraldton,-28.7667,114.6,24.230000000000018,60,75,6.69,AU,1701242059
138,ancud,-41.8697,-73.8203,11.060000000000002,92,100,7.26,CL,1701242059
139,mandiana,10.6333,-8.6833,23.28000000000003,82,100,0.23,GN,1701242060
140,vadso,70.0744,29.7487,0.09000000000003183,93,75,7.72,NO,1701242060
141,harar,9.3094,42.1258,20.77000000000004,25,62,5.24,ET,1701242060
142,dudinka,69.4058,86.1778,-27.619999999999976,100,28,0.6,RU,1701242061
143,mar del plata,-38.0023,-57.5575,19.410000000000025,96,100,4.47,AR,1701241990
144,san antonio de pale,-1.4014,5.6325,26.860000000000014,79,89,1.81,GQ,1701242062
145,moree,-29.4667,149.85,28.74000000000001,28,0,8.11,AU,1701242062
146,hamilton,39.1834,-84.5333,-6.449999999999989,79,0,2.57,US,1701241922
147,lichinga,-13.3128,35.2406,25.05000000000001,65,40,5.14,MZ,1701242063
148,aswan,24.0934,32.907,21.560000000000002,31,100,4.41,EG,1701242063
149,south hedland,-20.4089,118.5983,29.960000000000036,54,2,11.32,AU,1701242064
150,bowen,-20.0167,148.2333,27.49000000000001,79,1,6.72,AU,1701242065
151,qusmuryn,52.4503,64.6311,3.230000000000018,90,100,2.38,KZ,1701242066
152,ballina,-28.8667,153.5667,24.879999999999995,89,36,3.8,AU,1701241854
153,neyshabur,36.2133,58.7958,10.990000000000009,64,99,1.49,IR,1701242066
154,hithadhoo,-0.6,73.0833,28.230000000000018,75,100,4.25,MV,1701242067
155,weno,7.4515,151.8468,28.970000000000027,79,100,4.12,FM,1701242067
156,hawaiian paradise park,19.5933,-154.9731,22.80000000000001,97,100,0.0,US,1701242068
157,nar'yan-mar,67.6713,53.087,-17.159999999999968,95,99,4.92,RU,1701242068
158,portland,45.5234,-122.6762,2.890000000000043,79,0,3.13,US,1701241937
159,margaret river,-33.95,115.0667,22.160000000000025,64,12,6.94,AU,1701242070
160,san pedro,14.35,121.0167,32.57000000000005,73,75,3.09,PH,1701242070
